id,value,category
3383,value_3383,cat_3
3384,value_3384,cat_4
3385,value_3385,cat_5
3386,value_3386,cat_6
3387,value_3387,cat_7
3388,value_3388,cat_8
3389,value_3389,cat_9
3390,value_3390,cat_0
3391,value_3391,cat_1
3392,value_3392,cat_2
3393,value_3393,cat_3
3394,value_3394,cat_4
3395,value_3395,cat_5
3396,value_3396,cat_6
3397,value_3397,cat_7
3398,value_3398,cat_8
3399,value_3399,cat_9
3400,value_3400,cat_0
3401,value_3401,cat_1
3402,value_3402,cat_2
3403,value_3403,cat_3
3404,value_3404,cat_4
3405,value_3405,cat_5
3406,value_3406,cat_6
3407,value_3407,cat_7
3408,value_3408,cat_8
3409,value_3409,cat_9
3410,value_3410,cat_0
3411,value_3411,cat_1
3412,value_3412,cat_2
3413,value_3413,cat_3
3414,value_3414,cat_4
3415,value_3415,cat_5
3416,value_3416,cat_6
3417,value_3417,cat_7
3418,value_3418,cat_8
3419,value_3419,cat_9
3420,value_3420,cat_0
3421,value_3421,cat_1
3422,value_3422,cat_2
3423,value_3423,cat_3
3424,value_3424,cat_4
3425,value_3425,cat_5
3426,value_3426,cat_6
3427,value_3427,cat_7
3428,value_3428,cat_8
3429,value_3429,cat_9
3430,value_3430,cat_0
3431,value_3431,cat_1
3432,value_3432,cat_2
3433,value_3433,cat_3
3434,value_3434,cat_4
3435,value_3435,cat_5
3436,value_3436,cat_6
3437,value_3437,cat_7
3438,value_3438,cat_8
3439,value_3439,cat_9
3440,value_3440,cat_0
3441,value_3441,cat_1
3442,value_3442,cat_2
3443,value_3443,cat_3
3444,value_3444,cat_4
3445,value_3445,cat_5
3446,value_3446,cat_6
3447,value_3447,cat_7
3448,value_3448,cat_8
3449,value_3449,cat_9
3450,value_3450,cat_0
3451,value_3451,cat_1
3452,value_3452,cat_2
3453,value_3453,cat_3
3454,value_3454,cat_4
3455,value_3455,cat_5
3456,value_3456,cat_6
3457,value_3457,cat_7
3458,value_3458,cat_8
3459,value_3459,cat_9
3460,value_3460,cat_0
3461,value_3461,cat_1
3462,value_3462,cat_2
3463,value_3463,cat_3
3464,value_3464,cat_4
3465,value_3465,cat_5
3466,value_3466,cat_6
3467,value_3467,cat_7
3468,value_3468,cat_8
3469,value_3469,cat_9
3470,value_3470,cat_0
3471,value_3471,cat_1
3472,value_3472,cat_2
3473,value_3473,cat_3
3474,value_3474,cat_4
3475,value_3475,cat_5
3476,value_3476,cat_6
3477,value_3477,cat_7
3478,value_3478,cat_8
3479,value_3479,cat_9
3480,value_3480,cat_0
3481,value_3481,cat_1
3482,value_3482,cat_2
3483,value_3483,cat_3
3484,value_3484,cat_4
3485,value_3485,cat_5
3486,value_3486,cat_6
3487,value_3487,cat_7
3488,value_3488,cat_8
3489,value_3489,cat_9
3490,value_3490,cat_0
3491,value_3491,cat_1
3492,value_3492,cat_2
3493,value_3493,cat_3
3494,value_3494,cat_4
3495,value_3495,cat_5
3496,value_3496,cat_6
3497,value_3497,cat_7
3498,value_3498,cat_8
3499,value_3499,cat_9
3500,value_3500,cat_0
3501,value_3501,cat_1
3502,value_3502,cat_2
3503,value_3503,cat_3
3504,value_3504,cat_4
3505,value_3505,cat_5
3506,value_3506,cat_6
3507,value_3507,cat_7
3508,value_3508,cat_8
3509,value_3509,cat_9
3510,value_3510,cat_0
3511,value_3511,cat_1
3512,value_3512,cat_2
3513,value_3513,cat_3
3514,value_3514,cat_4
3515,value_3515,cat_5
3516,value_3516,cat_6
3517,value_3517,cat_7
3518,value_3518,cat_8
3519,value_3519,cat_9
3520,value_3520,cat_0
3521,value_3521,cat_1
3522,value_3522,cat_2
3523,value_3523,cat_3
3524,value_3524,cat_4
3525,value_3525,cat_5
3526,value_3526,cat_6
3527,value_3527,cat_7
3528,value_3528,cat_8
3529,value_3529,cat_9
3530,value_3530,cat_0
3531,value_3531,cat_1
3532,value_3532,cat_2
3533,value_3533,cat_3
3534,value_3534,cat_4
3535,value_3535,cat_5
3536,value_3536,cat_6
3537,value_3537,cat_7
3538,value_3538,cat_8
3539,value_3539,cat_9
3540,value_3540,cat_0
3541,value_3541,cat_1
3542,value_3542,cat_2
3543,value_3543,cat_3
3544,value_3544,cat_4
3545,value_3545,cat_5
3546,value_3546,cat_6
3547,value_3547,cat_7
3548,value_3548,cat_8
3549,value_3549,cat_9
3550,value_3550,cat_0
3551,value_3551,cat_1
3552,value_3552,cat_2
3553,value_3553,cat_3
3554,value_3554,cat_4
3555,value_3555,cat_5
3556,value_3556,cat_6
3557,value_3557,cat_7
3558,value_3558,cat_8
3559,value_3559,cat_9
3560,value_3560,cat_0
3561,value_3561,cat_1
3562,value_3562,cat_2
3563,value_3563,cat_3
3564,value_3564,cat_4
3565,value_3565,cat_5
3566,value_3566,cat_6
3567,value_3567,cat_7
3568,value_3568,cat_8
3569,value_3569,cat_9
3570,value_3570,cat_0
3571,value_3571,cat_1
3572,value_3572,cat_2
3573,value_3573,cat_3
3574,value_3574,cat_4
3575,value_3575,cat_5
3576,value_3576,cat_6
3577,value_3577,cat_7
3578,value_3578,cat_8
3579,value_3579,cat_9
3580,value_3580,cat_0
3581,value_3581,cat_1
3582,value_3582,cat_2
3583,value_3583,cat_3
3584,value_3584,cat_4
3585,value_3585,cat_5
3586,value_3586,cat_6
3587,value_3587,cat_7
3588,value_3588,cat_8
3589,value_3589,cat_9
3590,value_3590,cat_0
3591,value_3591,cat_1
3592,value_3592,cat_2
3593,value_3593,cat_3
3594,value_3594,cat_4
3595,value_3595,cat_5
3596,value_3596,cat_6
3597,value_3597,cat_7
3598,value_3598,cat_8
3599,value_3599,cat_9
3600,value_3600,cat_0
3601,value_3601,cat_1
3602,value_3602,cat_2
3603,value_3603,cat_3
3604,value_3604,cat_4
3605,value_3605,cat_5
3606,value_3606,cat_6
3607,value_3607,cat_7
3608,value_3608,cat_8
3609,value_3609,cat_9
3610,value_3610,cat_0
3611,value_3611,cat_1
3612,value_3612,cat_2
3613,value_3613,cat_3
3614,value_3614,cat_4
3615,value_3615,cat_5
3616,value_3616,cat_6
3617,value_3617,cat_7
3618,value_3618,cat_8
3619,value_3619,cat_9
3620,value_3620,cat_0
3621,value_3621,cat_1
3622,value_3622,cat_2
3623,value_3623,cat_3
3624,value_3624,cat_4
3625,value_3625,cat_5
3626,value_3626,cat_6
3627,value_3627,cat_7
3628,value_3628,cat_8
3629,value_3629,cat_9
3630,value_3630,cat_0
3631,value_3631,cat_1
3632,value_3632,cat_2
3633,value_3633,cat_3
3634,value_3634,cat_4
3635,value_3635,cat_5
3636,value_3636,cat_6
3637,value_3637,cat_7
3638,value_3638,cat_8
3639,value_3639,cat_9
3640,value_3640,cat_0
3641,value_3641,cat_1
3642,value_3642,cat_2
3643,value_3643,cat_3
3644,value_3644,cat_4
3645,value_3645,cat_5
3646,value_3646,cat_6
3647,value_3647,cat_7
3648,value_3648,cat_8
3649,value_3649,cat_9
3650,value_3650,cat_0
3651,value_3651,cat_1
3652,value_3652,cat_2
3653,value_3653,cat_3
3654,value_3654,cat_4
3655,value_3655,cat_5
3656,value_3656,cat_6
3657,value_3657,cat_7
3658,value_3658,cat_8
3659,value_3659,cat_9
3660,value_3660,cat_0
3661,value_3661,cat_1
3662,value_3662,cat_2
3663,value_3663,cat_3
3664,value_3664,cat_4
3665,value_3665,cat_5
3666,value_3666,cat_6
3667,value_3667,cat_7
3668,value_3668,cat_8
3669,value_3669,cat_9
3670,value_3670,cat_0
3671,value_3671,cat_1
3672,value_3672,cat_2
3673,value_3673,cat_3
3674,value_3674,cat_4
3675,value_3675,cat_5
3676,value_3676,cat_6
3677,value_3677,cat_7
3678,value_3678,cat_8
3679,value_3679,cat_9
3680,value_3680,cat_0
3681,value_3681,cat_1
3682,value_3682,cat_2
3683,value_3683,cat_3
3684,value_3684,cat_4
3685,value_3685,cat_5
3686,value_3686,cat_6
3687,value_3687,cat_7
3688,value_3688,cat_8
3689,value_3689,cat_9
3690,value_3690,cat_0
3691,value_3691,cat_1
3692,value_3692,cat_2
3693,value_3693,cat_3
3694,value_3694,cat_4
3695,value_3695,cat_5
3696,value_3696,cat_6
3697,value_3697,cat_7
3698,value_3698,cat_8
3699,value_3699,cat_9
3700,value_3700,cat_0
3701,value_3701,cat_1
3702,value_3702,cat_2
3703,value_3703,cat_3
3704,value_3704,cat_4
3705,value_3705,cat_5
3706,value_3706,cat_6
3707,value_3707,cat_7
3708,value_3708,cat_8
3709,value_3709,cat_9
3710,value_3710,cat_0
3711,value_3711,cat_1
3712,value_3712,cat_2
3713,value_3713,cat_3
3714,value_3714,cat_4
3715,value_3715,cat_5
3716,value_3716,cat_6
3717,value_3717,cat_7
3718,value_3718,cat_8
3719,value_3719,cat_9
3720,value_3720,cat_0
3721,value_3721,cat_1
3722,value_3722,cat_2
3723,value_3723,cat_3
3724,value_3724,cat_4
3725,value_3725,cat_5
3726,value_3726,cat_6
3727,value_3727,cat_7
3728,value_3728,cat_8
3729,value_3729,cat_9
3730,value_3730,cat_0
3731,value_3731,cat_1
3732,value_3732,cat_2
3733,value_3733,cat_3
3734,value_3734,cat_4
3735,value_3735,cat_5
3736,value_3736,cat_6
3737,value_3737,cat_7
3738,value_3738,cat_8
3739,value_3739,cat_9
3740,value_3740,cat_0
3741,value_3741,cat_1
3742,value_3742,cat_2
3743,value_3743,cat_3
3744,value_3744,cat_4
3745,value_3745,cat_5
3746,value_3746,cat_6
3747,value_3747,cat_7
3748,value_3748,cat_8
3749,value_3749,cat_9
3750,value_3750,cat_0
3751,value_3751,cat_1
3752,value_3752,cat_2
3753,value_3753,cat_3
3754,value_3754,cat_4
3755,value_3755,cat_5
3756,value_3756,cat_6
3757,value_3757,cat_7
3758,value_3758,cat_8
3759,value_3759,cat_9
3760,value_3760,cat_0
3761,value_3761,cat_1
3762,value_3762,cat_2
3763,value_3763,cat_3
3764,value_3764,cat_4
3765,value_3765,cat_5
3766,value_3766,cat_6
3767,value_3767,cat_7
3768,value_3768,cat_8
3769,value_3769,cat_9
3770,value_3770,cat_0
3771,value_3771,cat_1
3772,value_3772,cat_2
3773,value_3773,cat_3
3774,value_3774,cat_4
3775,value_3775,cat_5
3776,value_3776,cat_6
3777,value_3777,cat_7
3778,value_3778,cat_8
3779,value_3779,cat_9
3780,value_3780,cat_0
3781,value_3781,cat_1
3782,value_3782,cat_2
3783,value_3783,cat_3
3784,value_3784,cat_4
3785,value_3785,cat_5
3786,value_3786,cat_6
3787,value_3787,cat_7
3788,value_3788,cat_8
3789,value_3789,cat_9
3790,value_3790,cat_0
3791,value_3791,cat_1
3792,value_3792,cat_2
3793,value_3793,cat_3
3794,value_3794,cat_4
3795,value_3795,cat_5
3796,value_3796,cat_6
3797,value_3797,cat_7
3798,value_3798,cat_8
3799,value_3799,cat_9
3800,value_3800,cat_0
3801,value_3801,cat_1
3802,value_3802,cat_2
3803,value_3803,cat_3
3804,value_3804,cat_4
3805,value_3805,cat_5
3806,value_3806,cat_6
3807,value_3807,cat_7
3808,value_3808,cat_8
3809,value_3809,cat_9
3810,value_3810,cat_0
3811,value_3811,cat_1
3812,value_3812,cat_2
3813,value_3813,cat_3
3814,value_3814,cat_4
3815,value_3815,cat_5
3816,value_3816,cat_6
3817,value_3817,cat_7
3818,value_3818,cat_8
3819,value_3819,cat_9
3820,value_3820,cat_0
3821,value_3821,cat_1
3822,value_3822,cat_2
3823,value_3823,cat_3
3824,value_3824,cat_4
3825,value_3825,cat_5
3826,value_3826,cat_6
3827,value_3827,cat_7
3828,value_3828,cat_8
3829,value_3829,cat_9
3830,value_3830,cat_0
3831,value_3831,cat_1
3832,value_3832,cat_2
3833,value_3833,cat_3
3834,value_3834,cat_4
3835,value_3835,cat_5
3836,value_3836,cat_6
3837,value_3837,cat_7
3838,value_3838,cat_8
3839,value_3839,cat_9
3840,value_3840,cat_0
3841,value_3841,cat_1
3842,value_3842,cat_2
3843,value_3843,cat_3
3844,value_3844,cat_4
3845,value_3845,cat_5
3846,value_3846,cat_6
3847,value_3847,cat_7
3848,value_3848,cat_8
3849,value_3849,cat_9
3850,value_3850,cat_0
3851,value_3851,cat_1
3852,value_3852,cat_2
3853,value_3853,cat_3
3854,value_3854,cat_4
3855,value_3855,cat_5
3856,value_3856,cat_6
3857,value_3857,cat_7
3858,value_3858,cat_8
3859,value_3859,cat_9
3860,value_3860,cat_0
3861,value_3861,cat_1
3862,value_3862,cat_2
3863,value_3863,cat_3
3864,value_3864,cat_4
3865,value_3865,cat_5
3866,value_3866,cat_6
3867,value_3867,cat_7
3868,value_3868,cat_8
3869,value_3869,cat_9
3870,value_3870,cat_0
3871,value_3871,cat_1
3872,value_3872,cat_2
3873,value_3873,cat_3
3874,value_3874,cat_4
3875,value_3875,cat_5
3876,value_3876,cat_6
3877,value_3877,cat_7
3878,value_3878,cat_8
3879,value_3879,cat_9
3880,value_3880,cat_0
3881,value_3881,cat_1
3882,value_3882,cat_2
3883,value_3883,cat_3
3884,value_3884,cat_4
3885,value_3885,cat_5
3886,value_3886,cat_6
3887,value_3887,cat_7
3888,value_3888,cat_8
3889,value_3889,cat_9
3890,value_3890,cat_0
3891,value_3891,cat_1
3892,value_3892,cat_2
3893,value_3893,cat_3
3894,value_3894,cat_4
3895,value_3895,cat_5
3896,value_3896,cat_6
3897,value_3897,cat_7
3898,value_3898,cat_8
3899,value_3899,cat_9
3900,value_3900,cat_0
3901,value_3901,cat_1
3902,value_3902,cat_2
3903,value_3903,cat_3
3904,value_3904,cat_4
3905,value_3905,cat_5
3906,value_3906,cat_6
3907,value_3907,cat_7
3908,value_3908,cat_8
3909,value_3909,cat_9
3910,value_3910,cat_0
3911,value_3911,cat_1
3912,value_3912,cat_2
3913,value_3913,cat_3
3914,value_3914,cat_4
3915,value_3915,cat_5
3916,value_3916,cat_6
3917,value_3917,cat_7
3918,value_3918,cat_8
3919,value_3919,cat_9
3920,value_3920,cat_0
3921,value_3921,cat_1
3922,value_3922,cat_2
3923,value_3923,cat_3
3924,value_3924,cat_4
3925,value_3925,cat_5
3926,value_3926,cat_6
3927,value_3927,cat_7
3928,value_3928,cat_8
3929,value_3929,cat_9
3930,value_3930,cat_0
3931,value_3931,cat_1
3932,value_3932,cat_2
3933,value_3933,cat_3
3934,value_3934,cat_4
3935,value_3935,cat_5
3936,value_3936,cat_6
3937,value_3937,cat_7
3938,value_3938,cat_8
3939,value_3939,cat_9
3940,value_3940,cat_0
3941,value_3941,cat_1
3942,value_3942,cat_2
3943,value_3943,cat_3
3944,value_3944,cat_4
3945,value_3945,cat_5
3946,value_3946,cat_6
3947,value_3947,cat_7
3948,value_3948,cat_8
3949,value_3949,cat_9
3950,value_3950,cat_0
3951,value_3951,cat_1
3952,value_3952,cat_2
3953,value_3953,cat_3
3954,value_3954,cat_4
3955,value_3955,cat_5
3956,value_3956,cat_6
3957,value_3957,cat_7
3958,value_3958,cat_8
3959,value_3959,cat_9
3960,value_3960,cat_0
3961,value_3961,cat_1
3962,value_3962,cat_2
3963,value_3963,cat_3
3964,value_3964,cat_4
3965,value_3965,cat_5
3966,value_3966,cat_6
3967,value_3967,cat_7
3968,value_3968,cat_8
3969,value_3969,cat_9
3970,value_3970,cat_0
3971,value_3971,cat_1
3972,value_3972,cat_2
3973,value_3973,cat_3
3974,value_3974,cat_4
3975,value_3975,cat_5
3976,value_3976,cat_6
3977,value_3977,cat_7
3978,value_3978,cat_8
3979,value_3979,cat_9
3980,value_3980,cat_0
3981,value_3981,cat_1
3982,value_3982,cat_2
3983,value_3983,cat_3
3984,value_3984,cat_4
3985,value_3985,cat_5
3986,value_3986,cat_6
3987,value_3987,cat_7
3988,value_3988,cat_8
3989,value_3989,cat_9
3990,value_3990,cat_0
3991,value_3991,cat_1
3992,value_3992,cat_2
3993,value_3993,cat_3
3994,value_3994,cat_4
3995,value_3995,cat_5
3996,value_3996,cat_6
3997,value_3997,cat_7
3998,value_3998,cat_8
3999,value_3999,cat_9
4000,value_4000,cat_0
4001,value_4001,cat_1
4002,value_4002,cat_2
4003,value_4003,cat_3
4004,value_4004,cat_4
4005,value_4005,cat_5
4006,value_4006,cat_6
4007,value_4007,cat_7
4008,value_4008,cat_8
4009,value_4009,cat_9
4010,value_4010,cat_0
4011,value_4011,cat_1
4012,value_4012,cat_2
4013,value_4013,cat_3
4014,value_4014,cat_4
4015,value_4015,cat_5
4016,value_4016,cat_6
4017,value_4017,cat_7
4018,value_4018,cat_8
4019,value_4019,cat_9
4020,value_4020,cat_0
4021,value_4021,cat_1
4022,value_4022,cat_2
4023,value_4023,cat_3
4024,value_4024,cat_4
4025,value_4025,cat_5
4026,value_4026,cat_6
4027,value_4027,cat_7
4028,value_4028,cat_8
4029,value_4029,cat_9
4030,value_4030,cat_0
4031,value_4031,cat_1
4032,value_4032,cat_2
4033,value_4033,cat_3
4034,value_4034,cat_4
4035,value_4035,cat_5
4036,value_4036,cat_6
4037,value_4037,cat_7
4038,value_4038,cat_8
4039,value_4039,cat_9
4040,value_4040,cat_0
4041,value_4041,cat_1
4042,value_4042,cat_2
4043,value_4043,cat_3
4044,value_4044,cat_4
4045,value_4045,cat_5
4046,value_4046,cat_6
4047,value_4047,cat_7
4048,value_4048,cat_8
4049,value_4049,cat_9
4050,value_4050,cat_0
4051,value_4051,cat_1
4052,value_4052,cat_2
4053,value_4053,cat_3
4054,value_4054,cat_4
4055,value_4055,cat_5
4056,value_4056,cat_6
4057,value_4057,cat_7
4058,value_4058,cat_8
4059,value_4059,cat_9
4060,value_4060,cat_0
4061,value_4061,cat_1
4062,value_4062,cat_2
4063,value_4063,cat_3
4064,value_4064,cat_4
4065,value_4065,cat_5
4066,value_4066,cat_6
4067,value_4067,cat_7
4068,value_4068,cat_8
4069,value_4069,cat_9
4070,value_4070,cat_0
4071,value_4071,cat_1
4072,value_4072,cat_2
4073,value_4073,cat_3
4074,value_4074,cat_4
4075,value_4075,cat_5
4076,value_4076,cat_6
4077,value_4077,cat_7
4078,value_4078,cat_8
4079,value_4079,cat_9
4080,value_4080,cat_0
4081,value_4081,cat_1
4082,value_4082,cat_2
4083,value_4083,cat_3
4084,value_4084,cat_4
4085,value_4085,cat_5
4086,value_4086,cat_6
4087,value_4087,cat_7
4088,value_4088,cat_8
4089,value_4089,cat_9
4090,value_4090,cat_0
4091,value_4091,cat_1
4092,value_4092,cat_2
4093,value_4093,cat_3
4094,value_4094,cat_4
4095,value_4095,cat_5
4096,value_4096,cat_6
4097,value_4097,cat_7
4098,value_4098,cat_8
4099,value_4099,cat_9
4100,value_4100,cat_0
4101,value_4101,cat_1
4102,value_4102,cat_2
4103,value_4103,cat_3
4104,value_4104,cat_4
4105,value_4105,cat_5
4106,value_4106,cat_6
4107,value_4107,cat_7
4108,value_4108,cat_8
4109,value_4109,cat_9
4110,value_4110,cat_0
4111,value_4111,cat_1
4112,value_4112,cat_2
4113,value_4113,cat_3
4114,value_4114,cat_4
4115,value_4115,cat_5
4116,value_4116,cat_6
4117,value_4117,cat_7
4118,value_4118,cat_8
4119,value_4119,cat_9
4120,value_4120,cat_0
4121,value_4121,cat_1
4122,value_4122,cat_2
4123,value_4123,cat_3
4124,value_4124,cat_4
4125,value_4125,cat_5
4126,value_4126,cat_6
4127,value_4127,cat_7
4128,value_4128,cat_8
4129,value_4129,cat_9
4130,value_4130,cat_0
4131,value_4131,cat_1
4132,value_4132,cat_2
4133,value_4133,cat_3
4134,value_4134,cat_4
4135,value_4135,cat_5
4136,value_4136,cat_6
4137,value_4137,cat_7
4138,value_4138,cat_8
4139,value_4139,cat_9
4140,value_4140,cat_0
4141,value_4141,cat_1
4142,value_4142,cat_2
4143,value_4143,cat_3
4144,value_4144,cat_4
4145,value_4145,cat_5
4146,value_4146,cat_6
4147,value_4147,cat_7
4148,value_4148,cat_8
4149,value_4149,cat_9
4150,value_4150,cat_0
4151,value_4151,cat_1
4152,value_4152,cat_2
4153,value_4153,cat_3
4154,value_4154,cat_4
4155,value_4155,cat_5
4156,value_4156,cat_6
4157,value_4157,cat_7
4158,value_4158,cat_8
4159,value_4159,cat_9
4160,value_4160,cat_0
4161,value_4161,cat_1
4162,value_4162,cat_2
4163,value_4163,cat_3
4164,value_4164,cat_4
4165,value_4165,cat_5
4166,value_4166,cat_6
4167,value_4167,cat_7
4168,value_4168,cat_8
4169,value_4169,cat_9
4170,value_4170,cat_0
4171,value_4171,cat_1
4172,value_4172,cat_2
4173,value_4173,cat_3
4174,value_4174,cat_4
4175,value_4175,cat_5
4176,value_4176,cat_6
4177,value_4177,cat_7
4178,value_4178,cat_8
4179,value_4179,cat_9
4180,value_4180,cat_0
4181,value_4181,cat_1
4182,value_4182,cat_2
4183,value_4183,cat_3
4184,value_4184,cat_4
4185,value_4185,cat_5
4186,value_4186,cat_6
4187,value_4187,cat_7
4188,value_4188,cat_8
4189,value_4189,cat_9
4190,value_4190,cat_0
4191,value_4191,cat_1
4192,value_4192,cat_2
4193,value_4193,cat_3
4194,value_4194,cat_4
4195,value_4195,cat_5
4196,value_4196,cat_6
4197,value_4197,cat_7
4198,value_4198,cat_8
4199,value_4199,cat_9
4200,value_4200,cat_0
4201,value_4201,cat_1
4202,value_4202,cat_2
4203,value_4203,cat_3
4204,value_4204,cat_4
4205,value_4205,cat_5
4206,value_4206,cat_6
4207,value_4207,cat_7
4208,value_4208,cat_8
4209,value_4209,cat_9
4210,value_4210,cat_0
4211,value_4211,cat_1
4212,value_4212,cat_2
4213,value_4213,cat_3
4214,value_4214,cat_4
4215,value_4215,cat_5
4216,value_4216,cat_6
4217,value_4217,cat_7
4218,value_4218,cat_8
4219,value_4219,cat_9
4220,value_4220,cat_0
4221,value_4221,cat_1
4222,value_4222,cat_2
4223,value_4223,cat_3
4224,value_4224,cat_4
4225,value_4225,cat_5
4226,value_4226,cat_6
4227,value_4227,cat_7
4228,value_4228,cat_8
4229,value_4229,cat_9
4230,value_4230,cat_0
4231,value_4231,cat_1
4232,value_4232,cat_2
4233,value_4233,cat_3
4234,value_4234,cat_4
4235,value_4235,cat_5
4236,value_4236,cat_6
4237,value_4237,cat_7
4238,value_4238,cat_8
4239,value_4239,cat_9
4240,value_4240,cat_0
4241,value_4241,cat_1
4242,value_4242,cat_2
4243,value_4243,cat_3
4244,value_4244,cat_4
4245,value_4245,cat_5
4246,value_4246,cat_6
4247,value_4247,cat_7
4248,value_4248,cat_8
4249,value_4249,cat_9
4250,value_4250,cat_0
4251,value_4251,cat_1
4252,value_4252,cat_2
4253,value_4253,cat_3
4254,value_4254,cat_4
4255,value_4255,cat_5
4256,value_4256,cat_6
4257,value_4257,cat_7
4258,value_4258,cat_8
4259,value_4259,cat_9
4260,value_4260,cat_0
4261,value_4261,cat_1
4262,value_4262,cat_2
4263,value_4263,cat_3
4264,value_4264,cat_4
4265,value_4265,cat_5
4266,value_4266,cat_6
4267,value_4267,cat_7
4268,value_4268,cat_8
4269,value_4269,cat_9
4270,value_4270,cat_0
4271,value_4271,cat_1
4272,value_4272,cat_2
4273,value_4273,cat_3
4274,value_4274,cat_4
4275,value_4275,cat_5
4276,value_4276,cat_6
4277,value_4277,cat_7
4278,value_4278,cat_8
4279,value_4279,cat_9
4280,value_4280,cat_0
4281,value_4281,cat_1
4282,value_4282,cat_2
4283,value_4283,cat_3
4284,value_4284,cat_4
4285,value_4285,cat_5
4286,value_4286,cat_6
4287,value_4287,cat_7
4288,value_4288,cat_8
4289,value_4289,cat_9
4290,value_4290,cat_0
4291,value_4291,cat_1
4292,value_4292,cat_2
4293,value_4293,cat_3
4294,value_4294,cat_4
4295,value_4295,cat_5
4296,value_4296,cat_6
4297,value_4297,cat_7
4298,value_4298,cat_8
4299,value_4299,cat_9
4300,value_4300,cat_0
4301,value_4301,cat_1
4302,value_4302,cat_2
4303,value_4303,cat_3
4304,value_4304,cat_4
4305,value_4305,cat_5
4306,value_4306,cat_6
4307,value_4307,cat_7
4308,value_4308,cat_8
4309,value_4309,cat_9
4310,value_4310,cat_0
4311,value_4311,cat_1
4312,value_4312,cat_2
4313,value_4313,cat_3
4314,value_4314,cat_4
4315,value_4315,cat_5
4316,value_4316,cat_6
4317,value_4317,cat_7
4318,value_4318,cat_8
4319,value_4319,cat_9
4320,value_4320,cat_0
4321,value_4321,cat_1
4322,value_4322,cat_2
4323,value_4323,cat_3
4324,value_4324,cat_4
4325,value_4325,cat_5
4326,value_4326,cat_6
4327,value_4327,cat_7
4328,value_4328,cat_8
4329,value_4329,cat_9
4330,value_4330,cat_0
4331,value_4331,cat_1
4332,value_4332,cat_2
4333,value_4333,cat_3
4334,value_4334,cat_4
4335,value_4335,cat_5
4336,value_4336,cat_6
4337,value_4337,cat_7
4338,value_4338,cat_8
4339,value_4339,cat_9
4340,value_4340,cat_0
4341,value_4341,cat_1
4342,value_4342,cat_2
4343,value_4343,cat_3
4344,value_4344,cat_4
4345,value_4345,cat_5
4346,value_4346,cat_6
4347,value_4347,cat_7
4348,value_4348,cat_8
4349,value_4349,cat_9
4350,value_4350,cat_0
4351,value_4351,cat_1
4352,value_4352,cat_2
